question_id,clip_id,musical_element,primary_skill_code,primary_skill_name,secondary_skill_codes,learning_stage,difficulty_band,period,genre,ensemble,metadata_confidence,metadata_review_status
MI-D-189,CLIP-4E9AE763AD2A,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-190,CLIP-05CA50569C40,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-191,CLIP-2CD6E549BFF9,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-192,CLIP-12FF0AC2CD96,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-193,CLIP-5ACEF58F7A67,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-194,CLIP-58ED23C72C9D,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-195,CLIP-7A09D04064D8,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-196,CLIP-EC0AAD34EDA1,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-197,CLIP-2B1891BA07A3,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-198,CLIP-1E99F3D4446D,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-199,CLIP-ADFBD348022A,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-200,CLIP-80BBC8C616E4,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-201,CLIP-EFC3DAE122F6,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-202,CLIP-3AA5815D2BB3,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-203,CLIP-33403F045684,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-204,CLIP-9617A9CBBDF6,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-205,CLIP-77BA98ACC65E,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-206,CLIP-6A58D561B588,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-207,CLIP-956EBCC86656,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-208,CLIP-C6BF016EEAFE,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-209,CLIP-5C68D32AC90A,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-210,CLIP-6B7EA76D1048,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-211,CLIP-121B1C972C49,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-212,CLIP-FBF3315DB7BE,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-213,CLIP-FABECBCE8C51,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-214,CLIP-A14A3C09CC80,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-215,CLIP-08F79419BBAE,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-216,CLIP-E31C5AAF1D15,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-217,CLIP-A494B785E88A,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-218,CLIP-19DB1567F003,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-219,CLIP-5463C2CAB12A,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-220,CLIP-99FBE1FD0A14,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-221,CLIP-E0DF93960097,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-222,CLIP-2327F3193F69,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-223,CLIP-DB17BE02C511,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-224,CLIP-DA08532E88EC,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-225,CLIP-E113AC2E5A31,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-226,CLIP-0184D6A66619,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-227,CLIP-D2D32A39FF58,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-228,CLIP-6D1916C62FBD,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-229,CLIP-707CC2BADEB8,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-230,CLIP-4C7F459EAC0D,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-231,CLIP-5188F36C5EA1,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-232,CLIP-687AE37A5454,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-233,CLIP-45E4DA13B791,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-234,CLIP-036829455C2C,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-235,CLIP-68515C29EA4B,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-236,CLIP-A22836756C52,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-237,CLIP-A5E0BD6CD909,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-238,CLIP-54AE2272D186,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-239,CLIP-957481286263,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-240,CLIP-369CA710A8B5,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-241,CLIP-F22B0998779B,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-242,CLIP-9AE4E7B8D385,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-243,CLIP-D747B77A482C,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-244,CLIP-4C4CF8BF6643,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-245,CLIP-19A0AB441BC0,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-246,CLIP-B394355DB8B3,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-247,CLIP-1ECEC26BE1DE,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-248,CLIP-DC046A140D84,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-249,CLIP-E836C443B74F,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-250,CLIP-4CC36BBE4D41,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-251,CLIP-0F45018F427C,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-252,CLIP-5AC8B1302957,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-253,CLIP-64E68253C4E7,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-254,CLIP-3986F4D1EC56,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-255,CLIP-D9882A9AA313,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-256,CLIP-F2803532D6E6,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-257,CLIP-C36D970E0BC9,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-258,CLIP-5ACEF58F7A67,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-259,CLIP-A54D2EFB057A,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-260,CLIP-EFC3DAE122F6,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-261,CLIP-5C68D32AC90A,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-262,CLIP-A494B785E88A,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-263,CLIP-D6240388534A,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-264,CLIP-E113AC2E5A31,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-265,CLIP-2C21446B6F93,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-266,CLIP-67C06A0F0AAE,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-267,CLIP-45E4DA13B791,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-268,CLIP-AACE757DD446,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-269,CLIP-5E87D453DCBB,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-270,CLIP-24FC456F06B9,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-271,CLIP-369CA710A8B5,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-272,CLIP-0D0BF4608038,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-273,CLIP-3DF3A674EC78,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-274,CLIP-EB0F18C0212A,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-275,CLIP-1291C2920869,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-276,CLIP-B394355DB8B3,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-277,CLIP-2969EC8B1C34,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-278,CLIP-DF1C97C8E44F,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-279,CLIP-EFBB6B4D4D28,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-280,CLIP-550AFF24F04A,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-281,CLIP-4676386D9EB9,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-282,CLIP-0F45018F427C,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-283,CLIP-57A148C6D30C,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-284,CLIP-51F4EA1BE573,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-285,CLIP-8ED8CD53D031,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-286,CLIP-7BA4AC8E14CB,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-287,CLIP-4269B3B5E0B5,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-288,CLIP-662DDAF266D2,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-289,CLIP-D9882A9AA313,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-290,CLIP-8717BFBEF8BE,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-291,CLIP-830F4973A196,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-292,CLIP-53D206882ACF,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-293,CLIP-68125E59E385,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-294,CLIP-ACF40A74C633,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-295,CLIP-F11087C3AFCE,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-296,CLIP-974420A59B4B,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-297,CLIP-5ACEF58F7A67,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-298,CLIP-DBB94D3F4525,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-299,CLIP-7A09D04064D8,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-300,CLIP-EC0AAD34EDA1,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-301,CLIP-2B1891BA07A3,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-302,CLIP-1E99F3D4446D,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-303,CLIP-ADFBD348022A,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-304,CLIP-80BBC8C616E4,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-305,CLIP-EFC3DAE122F6,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-306,CLIP-3AA5815D2BB3,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-307,CLIP-01CCE7AA4B49,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-308,CLIP-9617A9CBBDF6,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-309,CLIP-77BA98ACC65E,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-310,CLIP-6A58D561B588,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-311,CLIP-956EBCC86656,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-312,CLIP-C6BF016EEAFE,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-313,CLIP-FF90A14BB915,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-314,CLIP-33A49A248820,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-315,CLIP-87B3B1997579,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-316,CLIP-DF4747CDC766,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-317,CLIP-57D39FB99ACA,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-318,CLIP-80EB25C0BC48,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-319,CLIP-0231AEACBA0D,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-320,CLIP-34D1760E6ECF,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-321,CLIP-A494B785E88A,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-322,CLIP-19DB1567F003,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-323,CLIP-2F21E7F7C090,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-324,CLIP-99FBE1FD0A14,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-325,CLIP-E0DF93960097,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-326,CLIP-F044FE7FDC64,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-327,CLIP-B91F13BFD047,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-328,CLIP-DA08532E88EC,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-329,CLIP-E113AC2E5A31,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
MI-D-330,CLIP-29BF56FE2D6C,Melody,MEL.INTERVAL.NUMBER,Interval number,,identify,Developing,,Generated ear-training interval,,high,Tagged
